date,state,district,pincode,demo_age_5_17,demo_age_17_
01-09-2025,telangana,medchal malkajgiri,500043,5,11
01-09-2025,telangana,medchal malkajgiri,500049,0,2
01-09-2025,telangana,medchal malkajgiri,500090,0,4
01-09-2025,telangana,warangal,506134,0,3
01-09-2025,telangana,warangal,506164,1,22
01-09-2025,telangana,warangal,506330,2,56
01-09-2025,telangana,warangal,506332,0,3
01-09-2025,telangana,warangal,506006,0,9
01-09-2025,telangana,yadadri bhuvanagiri,508105,0,70
01-09-2025,telangana,yadadri bhuvanagiri,508115,2,23
01-09-2025,telangana,yadadri bhuvanagiri,508126,0,23
01-09-2025,telangana,yadadri bhuvanagiri,508252,4,62
01-09-2025,telangana,yadadri bhuvanagiri,508253,1,13
01-09-2025,telangana,yadadri bhuvanagiri,508277,2,32
01-09-2025,tripura,dhalai,799284,3,27
01-09-2025,tripura,dhalai,799288,0,4
01-09-2025,tripura,dhalai,799289,0,29
01-09-2025,tripura,dhalai,799289,0,1
01-09-2025,tripura,gomati,799120,0,6
01-09-2025,tripura,gomati,799125,0,5
01-09-2025,tripura,north tripura,799256,3,18
01-09-2025,tripura,north tripura,799262,0,9
01-09-2025,tripura,north tripura,799271,1,5
01-09-2025,tripura,sepahijala,799115,3,20
01-09-2025,tripura,sepahijala,799130,1,8
01-09-2025,tripura,sepahijala,799131,3,45
01-09-2025,tripura,south tripura,799120,1,9
01-09-2025,tripura,south tripura,799141,5,20
01-09-2025,tripura,south tripura,799156,0,17
01-09-2025,tripura,south tripura,799157,1,7
01-09-2025,tripura,unakoti,799264,0,6
01-09-2025,tripura,west tripura,799005,1,2
01-09-2025,tripura,west tripura,799015,1,9
01-09-2025,tripura,west tripura,799103,2,7
01-09-2025,tripura,west tripura,799132,0,2
01-09-2025,tripura,west tripura,799202,1,4
01-09-2025,tripura,west tripura,799210,0,13
01-09-2025,tripura,west tripura,799211,11,46
02-09-2025,madhya pradesh,khandwa (east nimar),450051,0,2
02-09-2025,madhya pradesh,khandwa (east nimar),450554,0,3
02-09-2025,madhya pradesh,khandwa (east nimar),450661,0,14
02-09-2025,madhya pradesh,khandwa (east nimar),450771,0,1
02-09-2025,madhya pradesh,khandwa (east nimar),451115,1,7
02-09-2025,madhya pradesh,khargone (west nimar),451331,1,22
02-09-2025,maharashtra,chhatrapati sambhajinagar,431001,4,27
02-09-2025,maharashtra,mumbai,400004,0,14
02-09-2025,maharashtra,mumbai,400005,1,9
02-09-2025,maharashtra,mumbai,400013,0,6
02-09-2025,maharashtra,mumbai,400014,0,5
02-09-2025,maharashtra,mumbai,400018,1,4
02-09-2025,maharashtra,mumbai,400025,0,6
02-09-2025,maharashtra,mumbai,400026,1,5
02-09-2025,maharashtra,mumbai,400027,0,4
02-09-2025,maharashtra,mumbai,400030,1,2
02-09-2025,maharashtra,raigad,400702,0,5
02-09-2025,maharashtra,raigad,400707,0,1
02-09-2025,maharashtra,raigad,402104,0,3
02-09-2025,maharashtra,raigad,402107,0,4
02-09-2025,maharashtra,raigad,402112,0,1
02-09-2025,maharashtra,raigad,402122,0,1
02-09-2025,maharashtra,raigad,402202,0,1
02-09-2025,maharashtra,raigad,402302,0,2
02-09-2025,maharashtra,raigad,402305,0,3
02-09-2025,maharashtra,raigad,402307,1,0
02-09-2025,maharashtra,raigad,402401,1,0
02-09-2025,maharashtra,raigad,410101,0,3
02-09-2025,maharashtra,raigad,410204,0,3
02-09-2025,maharashtra,raigad,410218,2,10
02-09-2025,manipur,chandel,795103,0,3
02-09-2025,manipur,churachandpur,795117,0,9
02-09-2025,manipur,churachandpur,795139,0,5
02-09-2025,manipur,churachandpur,795143,1,3
02-09-2025,manipur,senapati,795002,0,3
02-09-2025,manipur,senapati,795010,0,1
02-09-2025,manipur,senapati,795104,3,15
02-09-2025,manipur,senapati,795112,2,2
02-09-2025,manipur,senapati,795129,4,24
02-09-2025,manipur,thoubal,795101,0,53
02-09-2025,manipur,thoubal,795130,6,86
02-09-2025,manipur,thoubal,795148,14,128
02-09-2025,meghalaya,ri bhoi,793101,1,9
02-09-2025,meghalaya,ri bhoi,793105,4,34
02-09-2025,nagaland,dimapur,797117,0,1
02-09-2025,nagaland,dimapur,798621,0,1
02-09-2025,nagaland,kohima,797005,0,6
02-09-2025,nagaland,kohima,797105,0,2
02-09-2025,nagaland,kohima,797110,0,4
02-09-2025,nagaland,mokokchung,798604,1,7
02-09-2025,nagaland,phek,797107,0,6
02-09-2025,nagaland,phek,797114,0,6
02-09-2025,nagaland,wokha,797111,3,6
02-09-2025,nagaland,zunheboto,798620,2,20
02-09-2025,punjab,sri muktsar sahib,152031,0,3
02-09-2025,punjab,sri muktsar sahib,152107,0,14
02-09-2025,punjab,sri muktsar sahib,152112,0,1
02-09-2025,punjab,sri muktsar sahib,152114,0,6
02-09-2025,punjab,s.a.s nagar,140109,0,1
02-09-2025,punjab,s.a.s nagar,140507,0,1
02-09-2025,punjab,s.a.s nagar,160059,0,1
02-09-2025,punjab,s.a.s nagar,160071,0,2
02-09-2025,punjab,s.a.s nagar,140103,0,12
02-09-2025,punjab,s.a.s nagar,140109,0,1
02-09-2025,punjab,s.a.s nagar,140201,1,15
02-09-2025,punjab,s.a.s nagar,140506,0,2
02-09-2025,punjab,s.a.s nagar,140507,3,24
04-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502103,0,5
04-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502117,0,1
04-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502247,1,2
04-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502281,0,1
04-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502286,1,3
04-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502306,0,3
04-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502313,0,1
04-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502372,0,1
04-09-2025,andhra pradesh,sri potti sriramulu nellore,524222,1,3
04-09-2025,andhra pradesh,sri potti sriramulu nellore,524223,1,4
04-09-2025,andhra pradesh,sri potti sriramulu nellore,524227,1,2
04-09-2025,andhra pradesh,sri potti sriramulu nellore,524302,0,8
04-09-2025,andhra pradesh,sri potti sriramulu nellore,524323,0,3
04-09-2025,andhra pradesh,sri potti sriramulu nellore,524345,1,10
04-09-2025,andhra pradesh,sri potti sriramulu nellore,524346,0,7
04-09-2025,andhra pradesh,sri potti sriramulu nellore,524403,0,2
04-09-2025,andhra pradesh,sri potti sriramulu nellore,524413,0,3
04-09-2025,andhra pradesh,sri potti sriramulu nellore,524421,0,5
04-09-2025,andhra pradesh,y.s.r. kadapa,516193,0,3
04-09-2025,andhra pradesh,y.s.r. kadapa,516218,0,0
04-09-2025,andhra pradesh,y.s.r. kadapa,516309,0,1
04-09-2025,andhra pradesh,y.s.r. kadapa,516329,0,3
04-09-2025,andhra pradesh,y.s.r. kadapa,516355,0,1
04-09-2025,andhra pradesh,y.s.r. kadapa,516464,0,2
04-09-2025,andhra pradesh,y.s.r. kadapa,516474,1,1
04-09-2025,andhra pradesh,y.s.r. kadapa,516501,0,1
04-09-2025,andhra pradesh,y.s.r. kadapa,516503,0,1
04-09-2025,assam,cachar,788819,0,21
04-09-2025,chhattisgarh,balrampur-ramanujganj,497118,6,50
04-09-2025,chhattisgarh,dakshin bastar dantewada,494449,1,8
04-09-2025,chhattisgarh,uttar bastar kanker,494335,1,6
04-09-2025,chhattisgarh,uttar bastar kanker,494771,0,7
04-09-2025,delhi,central,110005,6,39
04-09-2025,delhi,central,110055,10,29
04-09-2025,delhi,central,110060,0,4
04-09-2025,delhi,east,110032,3,22
04-09-2025,delhi,east,110091,20,86
04-09-2025,delhi,east,110092,24,133
04-09-2025,delhi,east,110094,0,1
04-09-2025,delhi,east,110095,6,25
04-09-2025,delhi,south,110013,1,8
04-09-2025,delhi,south,110016,2,10
04-09-2025,delhi,south,110068,1,14
04-09-2025,delhi,south,110076,5,26
04-09-2025,delhi,west,110043,3,12
04-09-2025,gujarat,panch mahals,388270,1,2
04-09-2025,gujarat,panch mahals,388713,0,2
04-09-2025,gujarat,panch mahals,389001,4,29
04-09-2025,gujarat,panch mahals,389110,0,3
04-09-2025,gujarat,panch mahals,389172,0,2
04-09-2025,gujarat,panch mahals,389232,0,1
04-09-2025,gujarat,sabar kantha,383120,0,18
04-09-2025,gujarat,sabar kantha,383215,0,13
04-09-2025,gujarat,sabar kantha,383251,2,5
04-09-2025,gujarat,sabar kantha,383270,1,17
04-09-2025,gujarat,sabar kantha,383325,0,8
04-09-2025,gujarat,sabar kantha,383340,0,3
04-09-2025,gujarat,sabar kantha,383345,0,9
04-09-2025,gujarat,sabar kantha,383350,1,19
04-09-2025,gujarat,sabar kantha,383421,0,3
04-09-2025,gujarat,sabar kantha,383430,0,8
04-09-2025,gujarat,sabar kantha,383440,0,1
03-09-2025,telangana,kumuram bheem asifabad,504295,12,43
03-09-2025,telangana,kumuram bheem asifabad,504311,0,3
03-09-2025,telangana,medchal malkajgiri,500016,0,4
03-09-2025,telangana,medchal malkajgiri,500040,2,13
03-09-2025,telangana,medchal malkajgiri,500056,0,15
03-09-2025,telangana,medchal malkajgiri,500062,6,42
03-09-2025,telangana,medchal malkajgiri,500083,1,13
03-09-2025,telangana,medchal malkajgiri,500087,3,39
03-09-2025,telangana,medchal malkajgiri,500090,5,40
03-09-2025,telangana,medchal malkajgiri,500092,4,29
03-09-2025,telangana,medchal malkajgiri,500100,0,7
03-09-2025,telangana,medchal malkajgiri,500039,1,0
03-09-2025,telangana,warangal,505498,0,1
03-09-2025,telangana,warangal,506001,0,1
03-09-2025,telangana,warangal,506015,0,5
03-09-2025,telangana,warangal,506371,0,3
03-09-2025,tripura,dhalai,799278,2,6
03-09-2025,tripura,dhalai,799284,8,44
03-09-2025,tripura,dhalai,799286,1,12
03-09-2025,tripura,gomati,799101,0,13
03-09-2025,tripura,gomati,799114,5,22
03-09-2025,tripura,north tripura,799253,1,4
03-09-2025,tripura,north tripura,799277,1,5
03-09-2025,tripura,north tripura,799279,0,6
03-09-2025,tripura,north tripura,799280,0,8
03-09-2025,tripura,north tripura,799290,0,4
03-09-2025,tripura,sepahijala,799105,1,2
03-09-2025,tripura,sepahijala,799115,0,19
03-09-2025,tripura,sepahijala,799131,3,58
03-09-2025,tripura,south tripura,799125,1,11
03-09-2025,tripura,south tripura,799145,1,10
03-09-2025,tripura,south tripura,799156,4,10
03-09-2025,tripura,unakoti,799277,1,2
03-09-2025,tripura,unakoti,799280,0,2
03-09-2025,tripura,west tripura,799001,2,19
03-09-2025,tripura,west tripura,799004,1,35
03-09-2025,tripura,west tripura,799012,1,2
03-09-2025,tripura,west tripura,799035,1,12
03-09-2025,tripura,west tripura,799105,3,10
03-09-2025,tripura,west tripura,799132,0,2
03-09-2025,tripura,west tripura,799210,3,17
03-09-2025,uttar pradesh,bara banki,225301,0,11
03-09-2025,uttar pradesh,bara banki,225302,0,1
03-09-2025,uttar pradesh,bara banki,225414,0,4
04-09-2025,madhya pradesh,khandwa (east nimar),450112,0,2
04-09-2025,madhya pradesh,khandwa (east nimar),450116,1,3
04-09-2025,madhya pradesh,khandwa (east nimar),450117,2,9
04-09-2025,madhya pradesh,khandwa (east nimar),450337,3,5
04-09-2025,madhya pradesh,khandwa (east nimar),450881,1,3
04-09-2025,madhya pradesh,khargone (west nimar),451001,10,34
04-09-2025,madhya pradesh,khargone (west nimar),451111,3,5
04-09-2025,madhya pradesh,khargone (west nimar),451115,4,26
04-09-2025,madhya pradesh,khargone (west nimar),451332,4,39
04-09-2025,madhya pradesh,khargone (west nimar),451660,2,0
04-09-2025,maharashtra,mumbai,400005,2,2
04-09-2025,maharashtra,mumbai,400008,1,12
04-09-2025,maharashtra,mumbai,400014,2,8
04-09-2025,maharashtra,mumbai,400027,0,3
04-09-2025,maharashtra,mumbai,400031,1,6
04-09-2025,maharashtra,mumbai,400033,1,4
04-09-2025,maharashtra,mumbai,400064,0,3
04-09-2025,maharashtra,mumbai,400078,0,5
04-09-2025,maharashtra,raigad,402101,0,1
04-09-2025,maharashtra,raigad,402102,0,2
04-09-2025,maharashtra,raigad,402120,1,4
04-09-2025,maharashtra,raigad,402122,0,1
04-09-2025,maharashtra,raigad,402207,0,2
04-09-2025,maharashtra,raigad,402402,0,1
04-09-2025,maharashtra,raigad,410207,0,3
04-09-2025,maharashtra,raigad,410208,3,9
04-09-2025,maharashtra,raigad,410206,0,3
04-09-2025,manipur,chandel,795101,1,0
04-09-2025,manipur,senapati,795118,2,3
04-09-2025,manipur,senapati,795149,1,1
04-09-2025,manipur,senapati,795150,1,7
04-09-2025,manipur,tamenglong,795126,2,3
04-09-2025,manipur,thoubal,795138,7,116
04-09-2025,manipur,ukhrul,795149,1,0
04-09-2025,meghalaya,ri bhoi,793101,0,10
04-09-2025,meghalaya,ri bhoi,793102,2,48
04-09-2025,meghalaya,ri bhoi,793104,0,1
04-09-2025,meghalaya,ri bhoi,793123,0,1
04-09-2025,nagaland,chumoukedima,797106,1,1
04-09-2025,nagaland,dimapur,798621,0,2
04-09-2025,nagaland,mokokchung,798614,1,3
04-09-2025,nagaland,mokokchung,798618,1,9
04-09-2025,nagaland,mon,798622,2,5
04-09-2025,nagaland,niuland,797116,1,0
04-09-2025,nagaland,tuensang,798626,1,1
04-09-2025,nagaland,wokha,797111,0,2
04-09-2025,nagaland,zunheboto,798627,0,2
03-09-2025,uttar pradesh,sant kabir nagar,221301,7,47
03-09-2025,uttar pradesh,sant kabir nagar,221304,20,68
03-09-2025,uttar pradesh,sant kabir nagar,221401,16,48
03-09-2025,uttar pradesh,bhadohi,221301,1,0
03-09-2025,west bengal,cooch behar,735224,0,30
03-09-2025,west bengal,cooch behar,736118,0,1
03-09-2025,west bengal,cooch behar,736159,0,102
03-09-2025,west bengal,cooch behar,736165,0,15
03-09-2025,west bengal,cooch behar,736168,0,42
03-09-2025,west bengal,cooch behar,736173,1,5
03-09-2025,west bengal,cooch behar,736174,0,6
03-09-2025,west bengal,cooch behar,736176,0,18
03-09-2025,west bengal,cooch behar,736177,0,17
03-09-2025,west bengal,cooch behar,736207,0,18
03-09-2025,west bengal,north 24 parganas,700058,0,1
03-09-2025,west bengal,north 24 parganas,700129,0,9
03-09-2025,west bengal,north 24 parganas,700131,0,2
03-09-2025,west bengal,north 24 parganas,700133,0,1
03-09-2025,west bengal,north 24 parganas,743126,0,11
03-09-2025,west bengal,north 24 parganas,743134,0,1
03-09-2025,west bengal,north 24 parganas,743145,0,8
03-09-2025,west bengal,north 24 parganas,743425,0,7
03-09-2025,west bengal,north 24 parganas,743442,1,22
03-09-2025,west bengal,north 24 parganas,743456,0,1
03-09-2025,west bengal,north 24 parganas,743611,0,1
03-09-2025,west bengal,south 24 parganas,700063,0,6
03-09-2025,west bengal,south 24 parganas,700105,0,7
03-09-2025,west bengal,south 24 parganas,700137,1,15
03-09-2025,west bengal,south 24 parganas,700144,0,1
03-09-2025,west bengal,south 24 parganas,700152,0,3
03-09-2025,west bengal,south 24 parganas,743329,0,25
03-09-2025,west bengal,south 24 parganas,743336,0,5
03-09-2025,west bengal,south 24 parganas,743348,1,2
03-09-2025,west bengal,south 24 parganas,743351,0,34
03-09-2025,west bengal,south 24 parganas,743357,2,21
03-09-2025,west bengal,south 24 parganas,743371,0,12
03-09-2025,west bengal,south 24 parganas,743377,0,2
03-09-2025,west bengal,south 24 parganas,743383,1,21
03-09-2025,west bengal,south 24 parganas,743503,0,43
04-09-2025,gujarat,surendranagar,363351,0,6
04-09-2025,gujarat,surendranagar,363415,0,7
04-09-2025,gujarat,surendranagar,363423,0,1
04-09-2025,gujarat,surendranagar,363435,0,4
04-09-2025,gujarat,surendranagar,363440,0,13
04-09-2025,gujarat,dangs,394716,1,11
04-09-2025,gujarat,dangs,394730,0,10
04-09-2025,haryana,yamunanagar,133103,1,9
04-09-2025,haryana,yamunanagar,133204,0,6
04-09-2025,haryana,yamunanagar,135101,1,10
04-09-2025,haryana,yamunanagar,135103,1,7
04-09-2025,haryana,yamunanagar,135133,2,12
04-09-2025,jharkhand,saraikela kharsawan,832401,2,24
04-09-2025,jharkhand,saraikela kharsawan,833101,1,8
04-09-2025,jharkhand,saraikela kharsawan,833102,0,4
04-09-2025,jharkhand,saraikela kharsawan,831002,0,1
04-09-2025,jharkhand,saraikela kharsawan,832108,0,1
04-09-2025,jharkhand,saraikela kharsawan,833216,0,2
04-09-2025,jharkhand,saraikela kharsawan,833219,0,6
04-09-2025,jharkhand,saraikela kharsawan,833220,1,5
04-09-2025,punjab,sri muktsar sahib,152031,0,2
04-09-2025,punjab,s.a.s nagar,140110,0,7
04-09-2025,punjab,s.a.s nagar,140501,1,9
04-09-2025,punjab,s.a.s nagar,140506,0,3
04-09-2025,punjab,s.a.s nagar,140604,0,4
04-09-2025,punjab,s.a.s nagar,160059,0,6
04-09-2025,punjab,s.a.s nagar,160062,1,13
04-09-2025,punjab,s.a.s nagar,160071,1,5
04-09-2025,sikkim,namchi,737134,0,3
03-09-2025,delhi,central,110001,0,1
03-09-2025,delhi,east,110091,8,64
03-09-2025,delhi,north,110007,6,40
03-09-2025,delhi,south,110030,4,23
03-09-2025,delhi,south,110076,0,17
03-09-2025,delhi,west,110018,7,87
03-09-2025,delhi,west,110026,1,10
03-09-2025,delhi,west,110027,6,38
03-09-2025,delhi,west,110043,0,10
03-09-2025,gujarat,panch mahals,388710,2,5
03-09-2025,gujarat,panch mahals,389210,3,11
03-09-2025,gujarat,panch mahals,389310,1,5
03-09-2025,gujarat,panch mahals,389341,2,11
03-09-2025,gujarat,panch mahals,389390,2,6
03-09-2025,gujarat,sabar kantha,383240,0,2
03-09-2025,gujarat,sabar kantha,383310,2,7
03-09-2025,gujarat,sabar kantha,383317,0,1
03-09-2025,gujarat,sabar kantha,383434,0,7
03-09-2025,gujarat,sabar kantha,383450,1,13
03-09-2025,gujarat,surendranagar,363115,0,4
03-09-2025,gujarat,surendranagar,363310,4,30
03-09-2025,gujarat,surendranagar,363421,0,10
03-09-2025,gujarat,surendranagar,363430,0,9
03-09-2025,gujarat,surendranagar,363440,1,8
03-09-2025,gujarat,surendranagar,363520,3,31
03-09-2025,gujarat,surendranagar,382750,0,9
03-09-2025,gujarat,dangs,394710,8,11
03-09-2025,haryana,yamunanagar,133103,0,3
03-09-2025,haryana,yamunanagar,135021,1,6
03-09-2025,jharkhand,saraikela kharsawan,831002,3,18
03-09-2025,jharkhand,saraikela kharsawan,832403,0,6
03-09-2025,jharkhand,saraikela kharsawan,833101,0,8
03-09-2025,jharkhand,saraikela kharsawan,831002,0,2
03-09-2025,jharkhand,saraikela kharsawan,833220,1,3
03-09-2025,madhya pradesh,khandwa (east nimar),450114,0,7
03-09-2025,madhya pradesh,khandwa (east nimar),450117,2,12
03-09-2025,madhya pradesh,khandwa (east nimar),450337,1,5
03-09-2025,madhya pradesh,khandwa (east nimar),450991,1,0
03-09-2025,madhya pradesh,khargone (west nimar),451111,3,20
03-09-2025,madhya pradesh,khargone (west nimar),451115,7,14
03-09-2025,madhya pradesh,khargone (west nimar),451221,0,13
03-09-2025,madhya pradesh,khargone (west nimar),451225,0,1
03-09-2025,madhya pradesh,khargone (west nimar),451331,3,21
03-09-2025,maharashtra,mumbai,400008,2,16
03-09-2025,maharashtra,mumbai,400009,0,5
03-09-2025,maharashtra,mumbai,400012,0,6
03-09-2025,maharashtra,mumbai,400016,0,6
03-09-2025,maharashtra,mumbai,400026,0,1
03-09-2025,maharashtra,raigad,402104,0,13
03-09-2025,maharashtra,raigad,402105,1,7
03-09-2025,maharashtra,raigad,402108,0,2
03-09-2025,maharashtra,raigad,402110,0,1
03-09-2025,maharashtra,raigad,402307,0,2
03-09-2025,maharashtra,raigad,410101,1,11
03-09-2025,maharashtra,raigad,410207,0,2
03-09-2025,maharashtra,raigad,410221,2,6
03-09-2025,maharashtra,raigad,402108,0,1
03-09-2025,manipur,chandel,795101,1,4
03-09-2025,manipur,chandel,795131,5,46
03-09-2025,manipur,churachandpur,795116,0,6
03-09-2025,manipur,churachandpur,795133,2,2
03-09-2025,manipur,churachandpur,795143,0,2
03-09-2025,manipur,jiribam,795116,0,3
03-09-2025,manipur,senapati,795002,0,4
03-09-2025,manipur,senapati,795007,3,12
03-09-2025,manipur,senapati,795114,3,4
03-09-2025,manipur,senapati,795118,6,3
03-09-2025,manipur,tamenglong,795147,0,5
03-09-2025,manipur,ukhrul,795145,1,12
03-09-2025,meghalaya,ri bhoi,781131,0,9
03-09-2025,meghalaya,ri bhoi,793122,4,3
03-09-2025,nagaland,dimapur,797103,0,5
03-09-2025,nagaland,dimapur,797113,0,4
03-09-2025,nagaland,dimapur,798621,0,1
03-09-2025,nagaland,kohima,797001,0,20
03-09-2025,nagaland,kohima,797002,0,0
03-09-2025,nagaland,kohima,797101,0,3
03-09-2025,nagaland,kohima,797105,1,2
03-09-2025,nagaland,kohima,797109,1,5
03-09-2025,nagaland,mokokchung,798614,0,1
03-09-2025,nagaland,phek,797108,0,2
03-09-2025,nagaland,wokha,797111,1,18
03-09-2025,nagaland,zunheboto,798601,0,4
03-09-2025,punjab,s.a.s nagar,140308,0,1
06-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502103,3,4
06-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502247,1,2
06-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502291,1,4
06-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502306,0,1
06-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502307,0,2
06-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502311,0,1
06-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502314,0,1
06-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502324,1,0
06-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502334,1,2
06-09-2025,andhra pradesh,sri potti sriramulu nellore,524001,0,17
06-09-2025,andhra pradesh,sri potti sriramulu nellore,524101,2,19
06-09-2025,andhra pradesh,sri potti sriramulu nellore,524127,1,12
06-09-2025,andhra pradesh,sri potti sriramulu nellore,524131,0,1
06-09-2025,andhra pradesh,sri potti sriramulu nellore,524142,1,9
06-09-2025,andhra pradesh,sri potti sriramulu nellore,524218,0,7
06-09-2025,andhra pradesh,sri potti sriramulu nellore,524222,0,8
06-09-2025,andhra pradesh,sri potti sriramulu nellore,524236,0,2
06-09-2025,andhra pradesh,sri potti sriramulu nellore,524301,0,2
06-09-2025,andhra pradesh,sri potti sriramulu nellore,524305,0,11
06-09-2025,andhra pradesh,sri potti sriramulu nellore,524306,1,4
06-09-2025,andhra pradesh,sri potti sriramulu nellore,524310,3,2
06-09-2025,andhra pradesh,sri potti sriramulu nellore,524315,2,22
06-09-2025,andhra pradesh,sri potti sriramulu nellore,524323,2,1
