date,state,district,pincode,age_0_5,age_5_17,age_18_greater,district_new
01-09-2025,karnataka,bengaluru,560038,0,1,0,
01-09-2025,karnataka,bengaluru,560047,0,1,0,
01-09-2025,karnataka,bengaluru,560092,3,0,2,
01-09-2025,karnataka,bijapur,586102,1,0,0,
01-09-2025,karnataka,bijapur,586111,2,0,0,
01-09-2025,karnataka,bijapur,586208,0,3,0,
01-09-2025,karnataka,bijapur,586217,5,1,0,
01-09-2025,karnataka,bijapur,586245,2,0,0,
01-09-2025,karnataka,gulbarga,585103,1,0,0,
01-09-2025,karnataka,gulbarga,585228,4,2,0,
01-09-2025,karnataka,gulbarga,585236,1,0,0,
01-09-2025,karnataka,gulbarga,585310,11,0,0,
01-09-2025,karnataka,mysore,571107,1,0,0,
01-09-2025,karnataka,mysore,571118,2,0,0,
01-09-2025,karnataka,mysore,571119,1,0,0,
01-09-2025,karnataka,mysore,571189,2,0,0,
01-09-2025,karnataka,mysore,571610,1,0,0,
01-09-2025,karnataka,ramanagar,561101,1,0,0,
01-09-2025,karnataka,ramanagar,561201,3,1,0,
01-09-2025,karnataka,ramanagar,562112,1,0,0,
01-09-2025,karnataka,ramanagar,562117,6,1,0,
01-09-2025,karnataka,ramanagar,562128,1,1,0,
01-09-2025,madhya pradesh,east nimar,450001,7,6,0,
01-09-2025,madhya pradesh,east nimar,450116,4,0,0,
01-09-2025,madhya pradesh,east nimar,450554,2,2,0,
01-09-2025,madhya pradesh,hoshangabad,461122,1,0,0,
01-09-2025,madhya pradesh,hoshangabad,461990,24,1,0,
01-09-2025,madhya pradesh,west nimar,451113,0,1,0,
01-09-2025,madhya pradesh,west nimar,451332,0,2,0,
01-09-2025,maharashtra,ahmadnagar,413701,1,2,1,
01-09-2025,maharashtra,ahmadnagar,413703,1,1,0,
01-09-2025,maharashtra,ahmadnagar,413705,3,0,0,
01-09-2025,maharashtra,ahmadnagar,414002,2,1,0,
01-09-2025,maharashtra,ahmadnagar,414006,2,0,0,
01-09-2025,maharashtra,ahmadnagar,414306,1,0,0,
01-09-2025,maharashtra,ahmadnagar,414403,1,1,0,
01-09-2025,maharashtra,ahmadnagar,422608,2,0,0,
01-09-2025,maharashtra,ahmadnagar,423109,0,0,3,
01-09-2025,maharashtra,ahmadnagar,423601,5,3,0,
01-09-2025,maharashtra,ahmed nagar,413714,1,0,0,
01-09-2025,maharashtra,ahmed nagar,413738,1,0,0,
01-09-2025,maharashtra,ahmed nagar,414001,1,0,0,
01-09-2025,maharashtra,aurangabad,431008,2,0,0,
01-09-2025,maharashtra,aurangabad,431107,2,3,0,
01-09-2025,maharashtra,aurangabad,431121,0,1,0,
01-09-2025,maharashtra,aurangabad,431136,8,2,0,
01-09-2025,maharashtra,osmanabad,413504,1,0,0,
01-09-2025,manipur,imphal west,795001,4,1,0,
01-09-2025,manipur,imphal west,795004,0,3,0,
01-09-2025,meghalaya,east garo hills,794002,0,1,0,
01-09-2025,meghalaya,east khasi hills,793002,1,0,2,
01-09-2025,meghalaya,east khasi hills,793004,0,3,1,
01-09-2025,meghalaya,east khasi hills,793108,0,4,3,
01-09-2025,meghalaya,east khasi hills,793111,1,4,1,
01-09-2025,meghalaya,east khasi hills,793120,0,0,1,
01-09-2025,meghalaya,south garo hills,794107,0,0,2,
01-09-2025,meghalaya,south west garo hills,794101,1,0,0,
01-09-2025,meghalaya,south west garo hills,794103,1,0,0,
01-09-2025,meghalaya,south west khasi hills,793114,3,2,5,
01-09-2025,meghalaya,south west khasi hills,793119,1,2,1,
01-09-2025,meghalaya,west garo hills,794001,0,5,2,
01-09-2025,meghalaya,west garo hills,794002,2,7,5,
01-09-2025,meghalaya,west garo hills,794101,2,0,0,
01-09-2025,andhra pradesh,adilabad,504293,1,1,0,
01-09-2025,andhra pradesh,adilabad,504294,1,0,0,
01-09-2025,andhra pradesh,adilabad,504302,0,1,0,
01-09-2025,andhra pradesh,adilabad,504308,0,1,0,
01-09-2025,andhra pradesh,cuddapah,516001,6,1,0,
01-09-2025,andhra pradesh,cuddapah,516003,3,1,0,
01-09-2025,andhra pradesh,cuddapah,516217,1,0,0,
01-09-2025,andhra pradesh,cuddapah,516227,3,0,0,
01-09-2025,andhra pradesh,cuddapah,516228,2,0,0,
01-09-2025,andhra pradesh,cuddapah,516268,1,0,0,
01-09-2025,andhra pradesh,cuddapah,516293,4,1,0,
01-09-2025,andhra pradesh,cuddapah,516321,1,0,0,
01-09-2025,andhra pradesh,cuddapah,516503,2,0,0,
01-09-2025,andhra pradesh,hyderabad,500002,2,3,0,
01-09-2025,andhra pradesh,hyderabad,500006,0,2,0,
01-09-2025,andhra pradesh,hyderabad,500012,4,1,0,
01-09-2025,andhra pradesh,hyderabad,500020,2,0,0,
01-09-2025,andhra pradesh,hyderabad,500065,1,2,0,
01-09-2025,andhra pradesh,hyderabad,500081,0,1,0,
01-09-2025,andhra pradesh,hyderabad,500094,1,0,0,
01-09-2025,andhra pradesh,karimnagar,505001,2,1,0,
01-09-2025,andhra pradesh,karimnagar,505469,1,1,0,
01-09-2025,andhra pradesh,karimnagar,505472,1,0,0,
01-09-2025,andhra pradesh,khammam,507001,1,0,0,
01-09-2025,andhra pradesh,khammam,507115,1,2,0,
01-09-2025,andhra pradesh,khammam,507122,2,0,0,
01-09-2025,andhra pradesh,khammam,507129,1,0,0,
01-09-2025,andhra pradesh,khammam,507163,2,0,0,
01-09-2025,andhra pradesh,khammam,507164,0,1,0,
01-09-2025,odisha,baleswar,756001,2,0,0,
01-09-2025,odisha,baleswar,756003,2,1,0,
01-09-2025,odisha,baleswar,756029,5,1,0,
01-09-2025,odisha,baleswar,756037,2,0,0,
01-09-2025,odisha,baleswar,756039,2,1,0,
01-09-2025,odisha,baleswar,756044,1,0,0,
01-09-2025,odisha,baleswar,756058,0,1,0,
01-09-2025,odisha,subarnapur,767018,2,0,0,
01-09-2025,odisha,baleshwar,756041,0,1,0,
01-09-2025,odisha,baleshwar,756081,1,0,0,
01-09-2025,puducherry,pondicherry,605001,2,0,0,
01-09-2025,puducherry,pondicherry,605008,1,0,0,
01-09-2025,sikkim,east,737102,4,0,0,
01-09-2025,sikkim,north sikkim,737116,1,0,0,
01-09-2025,sikkim,south,737126,0,1,0,
01-09-2025,sikkim,west sikkim,737113,1,0,0,
01-09-2025,telangana,k.v. rangareddy,500005,16,3,0,
01-09-2025,telangana,k.v. rangareddy,500019,3,0,0,
01-09-2025,telangana,k.v. rangareddy,500047,3,1,0,
01-09-2025,telangana,k.v. rangareddy,500048,3,2,0,
01-09-2025,telangana,k.v. rangareddy,500050,4,2,0,
01-09-2025,telangana,k.v. rangareddy,500060,1,0,0,
01-09-2025,telangana,k.v. rangareddy,500070,3,4,0,
01-09-2025,telangana,k.v. rangareddy,500078,2,0,0,
01-09-2025,telangana,k.v. rangareddy,500086,3,1,0,
01-09-2025,telangana,k.v. rangareddy,500097,3,1,0,
01-09-2025,telangana,k.v. rangareddy,501101,1,0,0,
01-09-2025,telangana,k.v. rangareddy,501106,0,1,0,
01-09-2025,telangana,k.v. rangareddy,501359,3,0,0,
01-09-2025,telangana,k.v. rangareddy,501503,4,0,0,
01-09-2025,telangana,k.v. rangareddy,501508,3,0,0,
01-09-2025,telangana,k.v. rangareddy,501509,4,0,0,
01-09-2025,telangana,k.v. rangareddy,501511,2,0,0,
01-09-2025,telangana,k.v. rangareddy,509207,2,2,0,
01-09-2025,telangana,k.v. rangareddy,509217,1,0,0,
01-09-2025,telangana,k.v. rangareddy,509228,3,0,0,
01-09-2025,telangana,k.v. rangareddy,509320,1,0,0,
01-09-2025,telangana,k.v. rangareddy,509321,4,3,0,
01-09-2025,telangana,k.v. rangareddy,509335,4,0,0,
01-09-2025,telangana,k.v. rangareddy,509358,2,2,0,
01-09-2025,telangana,k.v. rangareddy,509408,5,1,0,
01-09-2025,uttar pradesh,allahabad,211004,1,0,0,
01-09-2025,uttar pradesh,allahabad,211016,2,3,0,
01-09-2025,uttar pradesh,allahabad,212109,9,5,0,
01-09-2025,uttar pradesh,allahabad,212208,1,1,0,
01-09-2025,uttar pradesh,allahabad,212306,11,5,0,
01-09-2025,uttar pradesh,allahabad,212402,12,10,0,
01-09-2025,uttar pradesh,allahabad,212405,1,1,0,
01-09-2025,uttar pradesh,allahabad,212503,4,0,0,
01-09-2025,uttar pradesh,allahabad,221503,6,6,0,
01-09-2025,uttar pradesh,allahabad,221508,3,0,0,
01-09-2025,uttarakhand,garhwal,246149,1,0,0,
01-09-2025,uttarakhand,garhwal,246155,1,0,0,
01-09-2025,west bengal,barddhaman,713130,6,0,0,
01-09-2025,west bengal,barddhaman,713144,2,1,0,
01-09-2025,west bengal,barddhaman,713148,6,2,0,
01-09-2025,west bengal,barddhaman,713153,1,0,0,
01-09-2025,west bengal,barddhaman,713160,0,1,0,
01-09-2025,west bengal,barddhaman,713166,4,0,0,
01-09-2025,west bengal,barddhaman,713211,1,0,0,
01-09-2025,west bengal,barddhaman,713322,1,0,0,
01-09-2025,west bengal,barddhaman,713325,5,0,0,
01-09-2025,west bengal,barddhaman,713334,2,0,0,
01-09-2025,west bengal,barddhaman,713341,1,1,0,
01-09-2025,west bengal,barddhaman,713343,1,0,0,
01-09-2025,west bengal,barddhaman,713359,1,2,0,
01-09-2025,west bengal,barddhaman,713372,1,0,0,
01-09-2025,west bengal,barddhaman,713381,1,0,0,
01-09-2025,west bengal,barddhaman,713384,1,0,0,
01-09-2025,west bengal,barddhaman,713421,1,2,0,
01-09-2025,west bengal,barddhaman,713519,2,0,0,
01-09-2025,west bengal,barddhaman,731301,2,0,0,
01-09-2025,west bengal,bardhaman,713128,1,0,0,
01-09-2025,west bengal,bardhaman,713130,2,1,0,
01-09-2025,west bengal,bardhaman,713205,0,2,0,
01-09-2025,west bengal,bardhaman,713321,1,0,0,
01-09-2025,west bengal,bardhaman,713430,0,1,0,
01-09-2025,west bengal,east midnapore,721401,3,0,0,
01-09-2025,west bengal,east midnapore,721428,1,0,0,
01-09-2025,west bengal,east midnapore,721429,1,0,0,
01-09-2025,west bengal,east midnapore,721448,6,0,0,
01-09-2025,west bengal,haora,711101,2,1,0,
01-09-2025,west bengal,haora,711102,2,0,0,
01-09-2025,west bengal,haora,711107,1,0,0,
01-09-2025,west bengal,haora,711202,1,0,0,
01-09-2025,west bengal,haora,711313,1,1,0,
01-09-2025,west bengal,haora,711322,2,3,0,
01-09-2025,west bengal,haora,711404,2,0,0,
01-09-2025,west bengal,haora,711409,0,1,0,
01-09-2025,west bengal,south dinajpur,733141,1,0,0,
01-09-2025,west bengal,south dinajpur,733153,1,0,0,
01-09-2025,west bengal,west midnapore,721145,0,2,0,
01-09-2025,west bengal,west midnapore,721451,2,2,0,
01-09-2025,andhra pradesh,mahabub nagar,509105,0,1,0,
01-09-2025,andhra pradesh,mahabub nagar,509125,2,0,0,
01-09-2025,andhra pradesh,mahabub nagar,509202,2,0,0,
01-09-2025,andhra pradesh,mahabub nagar,509321,0,2,0,
01-09-2025,andhra pradesh,mahabub nagar,509352,1,0,0,
01-09-2025,andhra pradesh,mahabub nagar,509380,1,0,0,
01-09-2025,andhra pradesh,mahabub nagar,509406,1,0,0,
01-09-2025,andhra pradesh,mahabub nagar,509410,0,3,0,
01-09-2025,andhra pradesh,mahabub nagar,509411,2,0,0,
01-09-2025,andhra pradesh,mahbubnagar,509110,1,0,0,
01-09-2025,andhra pradesh,mahbubnagar,509311,1,0,0,
01-09-2025,andhra pradesh,mahbubnagar,509321,1,0,0,
01-09-2025,andhra pradesh,n. t. r,520001,3,0,0,
01-09-2025,andhra pradesh,nalgonda,508201,1,0,0,
01-09-2025,andhra pradesh,nalgonda,508252,1,0,0,
01-09-2025,andhra pradesh,nalgonda,508284,1,0,0,
01-09-2025,andhra pradesh,nizamabad,503175,1,0,0,
01-09-2025,andhra pradesh,nizamabad,503206,1,0,0,
01-09-2025,andhra pradesh,nizamabad,503235,1,0,0,
01-09-2025,andhra pradesh,rangareddi,500018,2,1,0,
01-09-2025,andhra pradesh,rangareddi,500039,1,0,0,
01-09-2025,andhra pradesh,warangal,506310,1,0,0,
01-09-2025,andhra pradesh,warangal,506343,1,0,0,
01-09-2025,assam,karimganj,788152,0,1,0,
01-09-2025,assam,karimganj,788722,19,2,0,
01-09-2025,assam,karimganj,788728,5,2,0,
01-09-2025,assam,karimganj,788734,6,2,0,
01-09-2025,bihar,east champaran,845302,6,13,0,
01-09-2025,bihar,east champaran,845412,5,1,0,
01-09-2025,bihar,east champaran,845413,3,2,0,
01-09-2025,bihar,east champaran,845417,1,5,0,
01-09-2025,bihar,east champaran,845420,3,2,0,
01-09-2025,bihar,east champaran,845426,4,10,0,
01-09-2025,bihar,east champaran,845434,2,2,0,
01-09-2025,bihar,east champaran,845437,7,22,0,
01-09-2025,bihar,east champaran,845457,3,8,0,
01-09-2025,bihar,west champaran,845306,1,9,0,
01-09-2025,bihar,west champaran,845449,6,15,0,
01-09-2025,bihar,west champaran,845459,5,4,0,
01-09-2025,chhattisgarh,baloda bazar,493113,4,0,0,
01-09-2025,chhattisgarh,baloda bazar,493195,1,1,0,
01-09-2025,chhattisgarh,baloda bazar,493196,4,0,0,
01-09-2025,chhattisgarh,baloda bazar,493344,2,0,0,
01-09-2025,chhattisgarh,kawardha,491888,2,1,0,
01-09-2025,chhattisgarh,khairagarh chhuikhadan gandai,491885,0,2,0,
01-09-2025,chhattisgarh,koriya,497335,2,1,0,
01-09-2025,delhi,north east delhi,110032,5,2,0,
01-09-2025,delhi,north west delhi,110034,2,1,0,
01-09-2025,delhi,north west delhi,110039,1,0,0,
01-09-2025,delhi,north west delhi,110042,15,7,0,
01-09-2025,delhi,north west delhi,110083,8,2,0,
01-09-2025,delhi,north west delhi,110086,32,11,0,
01-09-2025,delhi,south west delhi,110021,0,1,0,
01-09-2025,delhi,south west delhi,110028,0,1,0,
01-09-2025,delhi,south west delhi,110045,16,4,0,
01-09-2025,delhi,south west delhi,110057,0,2,0,
01-09-2025,gujarat,dohad,389140,2,0,0,
01-09-2025,gujarat,dohad,389155,0,3,0,
01-09-2025,gujarat,dohad,389180,1,2,0,
01-09-2025,haryana,gurgaon,122001,27,6,1,
01-09-2025,haryana,gurgaon,122003,4,1,0,
01-09-2025,haryana,gurgaon,122004,4,0,0,
01-09-2025,haryana,gurgaon,122009,0,1,1,
01-09-2025,haryana,gurgaon,122051,1,0,0,
01-09-2025,haryana,gurgaon,122413,4,0,0,
01-09-2025,haryana,gurgaon,122414,2,0,0,
01-09-2025,haryana,gurgaon,122503,2,0,0,
01-09-2025,haryana,gurgaon,122504,5,0,0,
01-09-2025,haryana,gurgaon,122505,9,2,0,
01-09-2025,haryana,mewat,122508,43,2,0,
01-09-2025,jammu and kashmir,punch,185101,2,2,0,
01-09-2025,jharkhand,purbi singhbhum,831012,1,2,0,
01-09-2025,jharkhand,purbi singhbhum,831015,1,0,0,
01-09-2025,jharkhand,purbi singhbhum,832301,1,0,0,
01-09-2025,karnataka,bangalore,560001,1,0,0,
01-09-2025,karnataka,bangalore,560009,1,0,0,
01-09-2025,karnataka,bangalore,560021,3,0,0,
01-09-2025,karnataka,bangalore,560026,2,2,0,
01-09-2025,karnataka,bangalore,560036,2,0,0,
01-09-2025,karnataka,bangalore,560045,1,0,0,
01-09-2025,karnataka,bangalore,560060,2,0,0,
01-09-2025,karnataka,bangalore,560064,1,0,0,
01-09-2025,karnataka,bangalore,560076,3,0,0,
01-09-2025,karnataka,bangalore,560079,1,0,0,
01-09-2025,karnataka,bangalore,560083,1,0,0,
01-09-2025,karnataka,bangalore,560091,7,0,0,
01-09-2025,karnataka,bangalore,560100,3,0,0,
01-09-2025,karnataka,bangalore,562130,1,0,0,
01-09-2025,karnataka,belgaum,590001,2,0,0,
01-09-2025,karnataka,belgaum,590014,3,1,0,
01-09-2025,karnataka,belgaum,591112,1,0,0,
01-09-2025,karnataka,belgaum,591114,4,2,0,
01-09-2025,karnataka,belgaum,591117,2,0,0,
01-09-2025,karnataka,belgaum,591123,7,0,0,
01-09-2025,karnataka,belgaum,591126,2,0,0,
01-09-2025,karnataka,belgaum,591130,1,1,0,
01-09-2025,karnataka,belgaum,591211,1,0,0,
01-09-2025,karnataka,belgaum,591224,1,0,0,
01-09-2025,karnataka,belgaum,591227,1,0,0,
01-09-2025,karnataka,belgaum,591232,0,1,0,
01-09-2025,karnataka,belgaum,591238,3,0,0,
01-09-2025,karnataka,belgaum,591244,1,0,0,
01-09-2025,karnataka,belgaum,591248,0,1,0,
01-09-2025,karnataka,belgaum,591302,9,0,0,
01-09-2025,karnataka,belgaum,591309,2,0,0,
01-09-2025,karnataka,belgaum,591311,2,0,0,
01-09-2025,karnataka,bellary,583103,7,1,0,
01-09-2025,karnataka,bellary,583104,3,0,0,
01-09-2025,karnataka,bellary,583124,8,1,0,
01-09-2025,karnataka,bellary,583212,7,2,0,
01-09-2025,karnataka,bellary,583214,1,1,0,
01-09-2025,karnataka,bengaluru,560005,2,2,0,
01-09-2025,karnataka,bengaluru,560016,4,0,0,
01-09-2025,karnataka,bengaluru,560040,1,0,0,
01-09-2025,karnataka,bengaluru,560048,1,0,1,
01-09-2025,karnataka,bengaluru,560064,8,2,0,
01-09-2025,karnataka,bengaluru,560082,3,0,0,
01-09-2025,karnataka,bengaluru,560087,1,0,0,
01-09-2025,karnataka,bengaluru,560102,1,0,1,
01-09-2025,karnataka,bengaluru,560105,1,1,0,
01-09-2025,karnataka,bengaluru,560109,0,0,1,
01-09-2025,karnataka,bengaluru,562107,2,0,0,
01-09-2025,karnataka,bengaluru,562130,2,0,0,
01-09-2025,karnataka,bijapur,586103,1,0,0,
01-09-2025,karnataka,bijapur,586114,2,0,0,
01-09-2025,karnataka,bijapur,586128,5,0,0,
01-09-2025,karnataka,bijapur,586129,1,1,0,
01-09-2025,karnataka,bijapur,586212,1,0,0,
01-09-2025,karnataka,bijapur,586214,1,2,0,
01-09-2025,karnataka,gulbarga,585218,0,1,0,
01-09-2025,karnataka,gulbarga,585222,3,0,0,
01-09-2025,karnataka,gulbarga,585301,3,0,0,
01-09-2025,karnataka,gulbarga,585311,2,0,0,
01-09-2025,karnataka,gulbarga,585313,6,0,0,
01-09-2025,karnataka,gulbarga,585325,1,0,0,
01-09-2025,karnataka,mysore,570001,0,1,0,
01-09-2025,karnataka,mysore,571101,1,0,0,
01-09-2025,karnataka,mysore,571124,3,0,0,
01-09-2025,karnataka,mysore,571125,1,0,0,
01-09-2025,karnataka,mysore,571187,5,0,0,
01-09-2025,karnataka,mysore,571312,1,0,0,
01-09-2025,karnataka,mysore,571442,1,0,0,
01-09-2025,karnataka,ramanagar,562119,3,0,0,
01-09-2025,karnataka,ramanagar,562120,2,0,0,
01-09-2025,karnataka,ramanagar,562131,3,0,0,
01-09-2025,karnataka,ramanagar,562138,5,1,0,
01-09-2025,madhya pradesh,east nimar,450117,5,5,0,
01-09-2025,madhya pradesh,east nimar,450221,1,0,0,
01-09-2025,madhya pradesh,east nimar,450551,3,0,0,
01-09-2025,madhya pradesh,east nimar,450771,2,2,0,
01-09-2025,madhya pradesh,east nimar,450881,1,9,0,
01-09-2025,madhya pradesh,east nimar,450991,0,1,0,
01-09-2025,madhya pradesh,hoshangabad,461001,17,0,0,
01-09-2025,madhya pradesh,hoshangabad,461221,5,0,0,
01-09-2025,madhya pradesh,west nimar,451442,1,0,1,
01-09-2025,maharashtra,ahmadnagar,413707,3,0,0,
01-09-2025,maharashtra,ahmadnagar,413718,1,0,0,
01-09-2025,maharashtra,ahmadnagar,413720,1,0,0,
01-09-2025,maharashtra,ahmadnagar,413739,2,2,0,
01-09-2025,maharashtra,ahmadnagar,414106,4,0,0,
01-09-2025,maharashtra,ahmadnagar,414304,1,1,0,
01-09-2025,maharashtra,ahmadnagar,414401,4,2,0,
01-09-2025,maharashtra,ahmadnagar,414601,1,1,0,
01-09-2025,maharashtra,ahmadnagar,414606,0,1,0,
01-09-2025,maharashtra,ahmadnagar,422622,3,1,0,
01-09-2025,maharashtra,ahmadnagar,423107,2,1,0,
01-09-2025,maharashtra,ahmadnagar,423603,1,0,0,
01-09-2025,maharashtra,aurangabad,431006,0,1,0,
01-09-2025,maharashtra,aurangabad,431007,2,3,0,
01-09-2025,maharashtra,aurangabad,431009,1,0,0,
01-09-2025,maharashtra,aurangabad,431101,1,3,0,
01-09-2025,maharashtra,aurangabad,431135,3,0,0,
01-09-2025,maharashtra,aurangabad,431213,1,0,0,
01-09-2025,maharashtra,osmanabad,413502,1,0,0,
01-09-2025,manipur,imphal east,795005,2,2,0,
01-09-2025,manipur,imphal east,795008,2,0,0,
01-09-2025,manipur,imphal east,795114,1,0,0,
01-09-2025,manipur,imphal east,795116,2,1,0,
01-09-2025,manipur,imphal west,795132,1,1,0,
01-09-2025,manipur,imphal west,795146,1,1,0,
01-09-2025,meghalaya,east jaintia hills,793160,2,4,4,
01-09-2025,meghalaya,east khasi hills,793001,2,2,2,
01-09-2025,meghalaya,east khasi hills,793017,0,5,3,
01-09-2025,meghalaya,east khasi hills,793018,2,1,0,
01-09-2025,meghalaya,east khasi hills,793021,1,6,7,
01-09-2025,meghalaya,east khasi hills,793121,2,19,11,
01-09-2025,meghalaya,eastern west khasi hills,793120,0,3,0,
01-09-2025,meghalaya,south garo hills,794005,2,9,8,
01-09-2025,meghalaya,south west garo hills,794105,7,9,3,
01-09-2025,meghalaya,south west khasi hills,793106,1,1,0,
01-09-2025,meghalaya,west garo hills,794103,11,10,0,
01-09-2025,andaman and nicobar islands,andamans,744101,0,1,0,
01-09-2025,andhra pradesh,adilabad,504203,0,1,0,
01-09-2025,andhra pradesh,adilabad,504204,1,1,0,
01-09-2025,andhra pradesh,adilabad,504303,1,0,0,
01-09-2025,andhra pradesh,cuddapah,516110,1,0,0,
01-09-2025,andhra pradesh,cuddapah,516175,1,0,0,
01-09-2025,andhra pradesh,cuddapah,516216,1,0,0,
01-09-2025,andhra pradesh,cuddapah,516269,4,1,0,
01-09-2025,andhra pradesh,cuddapah,516309,2,1,0,
01-09-2025,andhra pradesh,cuddapah,516362,1,0,0,
01-09-2025,andhra pradesh,cuddapah,516434,4,0,0,
01-09-2025,andhra pradesh,cuddapah,516484,1,0,0,
01-09-2025,andhra pradesh,cuddapah,516504,1,0,0,
01-09-2025,andhra pradesh,hyderabad,500011,1,1,0,
01-09-2025,andhra pradesh,hyderabad,500036,1,1,0,
01-09-2025,andhra pradesh,hyderabad,500056,1,0,0,
01-09-2025,andhra pradesh,hyderabad,500058,0,1,0,
01-09-2025,andhra pradesh,k.v.rangareddy,501218,1,0,0,
01-09-2025,andhra pradesh,k.v. rangareddy,501143,1,0,0,
01-09-2025,andhra pradesh,karim nagar,505525,1,0,0,
01-09-2025,andhra pradesh,karimnagar,505462,0,2,0,
01-09-2025,andhra pradesh,karimnagar,505531,2,0,0,
01-09-2025,andhra pradesh,karimnagar,505532,2,0,0,
01-09-2025,andhra pradesh,khammam,507157,0,1,0,
01-09-2025,andhra pradesh,khammam,507158,1,0,0,
01-09-2025,andhra pradesh,khammam,507161,1,0,0,
01-09-2025,andhra pradesh,khammam,507170,1,0,0,
01-09-2025,andhra pradesh,khammam,507318,1,0,0,
01-09-2025,uttar pradesh,allahabad,211001,2,2,0,
01-09-2025,uttar pradesh,allahabad,211006,3,2,0,
01-09-2025,uttar pradesh,allahabad,212107,7,4,0,
01-09-2025,uttar pradesh,allahabad,212301,5,9,0,
01-09-2025,uttar pradesh,allahabad,212302,2,0,0,
01-09-2025,uttar pradesh,allahabad,212305,1,4,0,
01-09-2025,uttar pradesh,allahabad,212307,0,1,0,
01-09-2025,uttar pradesh,allahabad,212502,4,4,0,
01-09-2025,uttar pradesh,allahabad,221502,2,4,0,
