date,state,district,pincode,bio_age_5_17,bio_age_17_
01-03-2025,jharkhand,saraikela kharsawan,833101,11,23
01-03-2025,tripura,west tripura,799035,362,631
01-03-2025,west bengal,cooch behar,735122,16,67
01-03-2025,chhattisgarh,uttar bastar kanker,494635,25,128
01-03-2025,telangana,yadadri bhuvanagiri,508113,24,45
01-03-2025,gujarat,surendranagar,382755,76,70
01-03-2025,delhi,north,110084,857,1453
01-03-2025,maharashtra,raigad,402110,88,174
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524152,43,49
01-03-2025,delhi,west,110015,666,1283
01-03-2025,madhya pradesh,khargone (west nimar),451440,172,194
01-03-2025,telangana,kumuram bheem asifabad,504299,58,177
01-03-2025,telangana,medchal malkajgiri,500083,11,12
01-03-2025,telangana,medchal malkajgiri,500055,198,400
01-03-2025,telangana,medchal malkajgiri,500014,22,15
01-03-2025,west bengal,south 24 parganas,743329,27,98
01-03-2025,tripura,dhalai,799285,595,215
01-03-2025,madhya pradesh,khargone (west nimar),451001,1131,1123
01-03-2025,nagaland,kohima,797002,32,79
01-03-2025,delhi,east,110091,1004,1820
01-03-2025,delhi,west,110063,378,562
01-03-2025,gujarat,sabar kantha,383245,51,133
01-03-2025,telangana,warangal,505102,15,6
01-03-2025,haryana,yamunanagar,135001,1166,2073
01-03-2025,west bengal,north 24 parganas,700119,20,54
01-03-2025,delhi,west,110026,87,134
01-03-2025,chhattisgarh,balrampur-ramanujganj,497001,37,109
01-03-2025,nagaland,tuensang,798601,12,52
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524404,56,53
01-03-2025,tripura,south tripura,799114,104,302
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524218,55,59
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524225,14,26
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524411,85,40
01-03-2025,telangana,medchal malkajgiri,500014,21,53
01-03-2025,nagaland,dimapur,797106,28,97
01-03-2025,madhya pradesh,khargone (west nimar),451335,439,611
01-03-2025,maharashtra,raigad,402111,44,99
01-03-2025,madhya pradesh,khargone (west nimar),451228,681,503
01-03-2025,tripura,unakoti,799281,321,81
01-03-2025,delhi,east,110096,901,1059
01-03-2025,maharashtra,raigad,402113,19,34
01-03-2025,telangana,medchal malkajgiri,500067,22,39
01-03-2025,telangana,yadadri bhuvanagiri,508286,10,12
01-03-2025,gujarat,surendranagar,363410,321,319
01-03-2025,delhi,central,110060,19,46
01-03-2025,maharashtra,mumbai,400001,13,25
01-03-2025,west bengal,north 24 parganas,700124,23,102
01-03-2025,nagaland,kiphire,798611,173,388
01-03-2025,gujarat,sabar kantha,383230,86,92
01-03-2025,tripura,south tripura,799150,53,122
01-03-2025,jharkhand,saraikela kharsawan,832108,247,221
01-03-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502102,19,86
01-03-2025,manipur,jiribam,795116,20,229
01-03-2025,madhya pradesh,khandwa (east nimar),450117,489,663
01-03-2025,west bengal,north 24 parganas,743235,17,42
01-03-2025,telangana,kumuram bheem asifabad,504313,17,49
01-03-2025,chhattisgarh,uttar bastar kanker,494665,49,131
01-03-2025,andhra pradesh,y.s.r. kadapa,516434,18,24
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524405,80,189
01-03-2025,manipur,thoubal,795132,59,76
01-03-2025,maharashtra,raigad,400707,28,32
01-03-2025,meghalaya,ri bhoi,793102,100,85
01-03-2025,manipur,thoubal,795103,211,204
01-03-2025,delhi,east,110092,1264,2040
01-03-2025,maharashtra,raigad,410222,29,67
01-03-2025,tripura,west tripura,799005,130,102
01-03-2025,haryana,yamunanagar,135002,86,148
01-03-2025,nagaland,phek,797107,77,927
01-03-2025,punjab,s.a.s nagar,140306,228,195
01-03-2025,gujarat,panch mahals,389360,88,172
01-03-2025,uttar pradesh,bara banki,225003,14,45
01-03-2025,nagaland,zunheboto,797109,13,174
01-03-2025,tripura,north tripura,799261,587,348
01-03-2025,west bengal,south 24 parganas,743349,34,106
01-03-2025,gujarat,sabar kantha,383001,438,473
01-03-2025,gujarat,dangs,394716,231,325
01-03-2025,tripura,west tripura,799181,124,332
01-03-2025,nagaland,peren,797110,167,352
01-03-2025,telangana,medchal malkajgiri,500055,132,95
01-03-2025,gujarat,surendranagar,363520,907,742
01-03-2025,delhi,west,110041,2045,4152
01-03-2025,delhi,south,110044,2205,3254
01-03-2025,telangana,medchal malkajgiri,500037,81,170
01-03-2025,andhra pradesh,y.s.r. kadapa,516390,17,19
01-03-2025,jharkhand,saraikela kharsawan,831018,20,26
01-03-2025,jharkhand,saraikela kharsawan,831012,279,403
01-03-2025,tripura,khowai,799205,481,80
01-03-2025,maharashtra,raigad,402305,29,40
01-03-2025,manipur,churachandpur,795006,82,26
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524342,12,6
01-03-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502291,21,52
01-03-2025,west bengal,north 24 parganas,700110,24,112
01-03-2025,haryana,yamunanagar,133103,236,468
01-03-2025,manipur,churachandpur,795124,18,26
01-03-2025,gujarat,sabar kantha,383355,22,83
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524240,23,39
01-03-2025,tripura,south tripura,799159,11,53
01-03-2025,jharkhand,saraikela kharsawan,832109,63,63
01-03-2025,gujarat,surendranagar,363427,100,157
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524323,33,66
01-03-2025,gujarat,panch mahals,389365,175,388
01-03-2025,gujarat,sabar kantha,383225,43,56
01-03-2025,gujarat,sabar kantha,383460,151,240
01-03-2025,delhi,central,110003,347,411
01-03-2025,telangana,warangal,506314,18,41
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524408,68,69
01-03-2025,tripura,unakoti,799279,211,42
01-03-2025,telangana,medchal malkajgiri,500056,44,79
01-03-2025,haryana,yamunanagar,133202,30,57
01-03-2025,haryana,yamunanagar,135103,166,299
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524413,22,32
01-03-2025,madhya pradesh,khargone (west nimar),450551,63,76
01-03-2025,maharashtra,raigad,410207,73,117
01-03-2025,tripura,north tripura,799280,67,206
01-03-2025,maharashtra,raigad,402115,10,39
01-03-2025,tripura,west tripura,799015,174,169
01-03-2025,telangana,medchal malkajgiri,500085,32,99
01-03-2025,west bengal,south 24 parganas,743399,17,56
01-03-2025,tripura,unakoti,799290,297,78
01-03-2025,meghalaya,ri bhoi,793105,45,22
01-03-2025,tripura,dhalai,799288,81,74
01-03-2025,west bengal,north 24 parganas,700121,12,134
01-03-2025,telangana,yadadri bhuvanagiri,508285,16,14
01-03-2025,nagaland,zunheboto,798620,146,1334
01-03-2025,telangana,medchal malkajgiri,500068,17,68
01-03-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502108,10,23
01-03-2025,delhi,south,110074,940,1151
01-03-2025,madhya pradesh,khandwa (east nimar),450991,111,88
01-03-2025,andhra pradesh,y.s.r. kadapa,516004,20,14
01-03-2025,west bengal,south 24 parganas,700104,35,53
01-03-2025,madhya pradesh,khargone (west nimar),451115,658,590
01-03-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502278,54,212
01-03-2025,uttar pradesh,sant kabir nagar,221402,206,205
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524406,57,93
01-03-2025,gujarat,panch mahals,389340,120,195
01-03-2025,andhra pradesh,y.s.r. kadapa,516227,20,28
01-03-2025,manipur,bishnupur,795133,270,312
01-03-2025,manipur,tamenglong,795147,31,67
01-03-2025,jharkhand,saraikela kharsawan,832404,55,265
01-03-2025,maharashtra,raigad,402201,190,304
01-03-2025,maharashtra,raigad,402106,120,96
01-03-2025,assam,cachar,788819,28,37
01-03-2025,tripura,west tripura,799008,298,476
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524004,209,324
01-03-2025,tripura,dhalai,799264,77,127
01-03-2025,nagaland,dimapur,797117,43,48
01-03-2025,telangana,kumuram bheem asifabad,504273,10,12
01-03-2025,madhya pradesh,khandwa (east nimar),450661,288,264
01-03-2025,gujarat,sabar kantha,383450,47,98
01-03-2025,delhi,south,110030,486,1041
01-03-2025,west bengal,south 24 parganas,743318,49,172
01-03-2025,assam,cachar,788830,18,22
01-03-2025,delhi,south,110020,336,573
01-03-2025,assam,cachar,788931,20,29
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524412,92,143
01-03-2025,madhya pradesh,khargone (west nimar),451331,781,1455
01-03-2025,gujarat,surendranagar,363425,34,47
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524127,66,38
01-03-2025,gujarat,surendranagar,363320,47,41
01-03-2025,gujarat,panch mahals,389390,89,188
01-03-2025,madhya pradesh,khandwa (east nimar),450001,612,324
01-03-2025,madhya pradesh,khargone (west nimar),451224,379,412
01-03-2025,gujarat,panch mahals,389115,256,473
01-03-2025,tripura,sepahijala,799130,60,30
01-03-2025,gujarat,dangs,394720,26,53
01-03-2025,nagaland,kohima,797109,18,182
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524230,36,49
01-03-2025,gujarat,sabar kantha,383325,27,211
01-03-2025,telangana,yadadri bhuvanagiri,508253,26,247
01-03-2025,tripura,south tripura,799156,121,183
01-03-2025,tripura,west tripura,799014,61,65
01-03-2025,tripura,west tripura,799115,146,476
01-03-2025,gujarat,panch mahals,389120,257,486
01-03-2025,maharashtra,raigad,410221,223,188
01-03-2025,manipur,kakching,795103,49,30
01-03-2025,chhattisgarh,balrampur-ramanujganj,497223,38,89
01-03-2025,maharashtra,mumbai,400037,281,395
01-03-2025,andhra pradesh,y.s.r. kadapa,516001,38,59
01-03-2025,west bengal,south 24 parganas,700140,10,31
01-03-2025,gujarat,sabar kantha,383275,68,118
01-03-2025,jharkhand,saraikela kharsawan,832404,287,292
01-03-2025,punjab,s.a.s nagar,140103,159,249
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524131,28,47
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524301,26,37
01-03-2025,gujarat,surendranagar,363310,1020,1121
01-03-2025,telangana,yadadri bhuvanagiri,508252,54,138
01-03-2025,punjab,s.a.s nagar,140507,279,280
01-03-2025,tripura,north tripura,799279,46,109
01-03-2025,manipur,churachandpur,795117,38,29
01-03-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502335,14,58
01-03-2025,jharkhand,saraikela kharsawan,831013,29,72
01-03-2025,gujarat,panch mahals,389350,335,366
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524203,24,22
01-03-2025,tripura,gomati,799114,610,116
01-03-2025,tripura,north tripura,799264,71,344
01-03-2025,maharashtra,mumbai,400027,14,17
01-03-2025,gujarat,sabar kantha,383345,14,223
01-03-2025,chhattisgarh,uttar bastar kanker,494771,23,116
01-03-2025,telangana,medchal malkajgiri,500092,38,89
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524410,71,66
01-03-2025,telangana,medchal malkajgiri,500098,23,74
01-03-2025,west bengal,south 24 parganas,700063,10,60
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524310,23,45
01-03-2025,telangana,medchal malkajgiri,501401,37,45
01-03-2025,jharkhand,saraikela kharsawan,833102,109,75
01-03-2025,manipur,churachandpur,795139,62,65
01-03-2025,tripura,north tripura,799269,160,130
01-03-2025,manipur,ukhrul,795145,114,356
01-03-2025,maharashtra,raigad,402403,24,56
01-03-2025,punjab,s.a.s nagar,140601,219,338
01-03-2025,delhi,south,110014,406,315
01-03-2025,andhra pradesh,y.s.r. kadapa,516003,42,32
01-03-2025,west bengal,south 24 parganas,743330,12,61
01-03-2025,delhi,east,110032,34,730
01-03-2025,telangana,medchal malkajgiri,500039,48,113
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524407,55,98
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524223,104,66
01-03-2025,west bengal,cooch behar,736156,23,78
01-03-2025,gujarat,sabar kantha,383246,60,120
01-03-2025,telangana,warangal,506330,30,53
01-03-2025,uttar pradesh,sant kabir nagar,221306,177,77
01-03-2025,gujarat,surendranagar,382780,44,40
01-03-2025,delhi,east,110031,554,1004
01-03-2025,manipur,chandel,795135,69,340
01-03-2025,punjab,sri muktsar sahib,152031,17,210
01-03-2025,telangana,medchal malkajgiri,500083,44,89
01-03-2025,maharashtra,raigad,410202,49,85
01-03-2025,maharashtra,raigad,402203,141,190
01-03-2025,uttar pradesh,bara banki,225001,22,151
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524126,180,160
01-03-2025,tripura,west tripura,799210,330,309
01-03-2025,tripura,dhalai,799284,750,312
01-03-2025,tripura,gomati,799116,473,100
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524221,17,12
01-03-2025,tripura,dhalai,799287,330,114
01-03-2025,nagaland,kohima,797003,33,234
01-03-2025,gujarat,surendranagar,363510,355,437
01-03-2025,maharashtra,mumbai,400014,30,34
01-03-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502032,47,123
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524321,41,27
01-03-2025,tripura,south tripura,799144,443,490
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524315,103,137
01-03-2025,manipur,churachandpur,795101,10,5
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524341,42,52
01-03-2025,uttar pradesh,sant kabir nagar,221409,91,72
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524402,49,61
01-03-2025,telangana,kumuram bheem asifabad,504293,77,130
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524309,94,118
01-03-2025,punjab,s.a.s nagar,160055,120,100
01-03-2025,manipur,tamenglong,795141,83,165
01-03-2025,chhattisgarh,dakshin bastar dantewada,494553,12,24
01-03-2025,telangana,medchal malkajgiri,500090,111,250
01-03-2025,west bengal,north 24 parganas,700135,11,162
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524322,74,97
01-03-2025,delhi,south,110019,577,790
01-03-2025,madhya pradesh,khandwa (east nimar),450114,166,103
01-03-2025,gujarat,sabar kantha,383307,64,96
01-03-2025,maharashtra,raigad,400702,164,246
01-03-2025,west bengal,south 24 parganas,743312,24,75
01-03-2025,maharashtra,raigad,402204,51,73
01-03-2025,jharkhand,saraikela kharsawan,833220,95,212
01-03-2025,west bengal,cooch behar,736159,43,105
01-03-2025,madhya pradesh,khargone (west nimar),451220,220,353
01-03-2025,nagaland,wokha,797100,14,100
01-03-2025,telangana,medchal malkajgiri,500018,92,220
01-03-2025,punjab,s.a.s nagar,140603,366,238
01-03-2025,maharashtra,mumbai,400030,31,43
01-03-2025,gujarat,dangs,394715,235,324
01-03-2025,tripura,dhalai,799273,1023,780
01-03-2025,nagaland,longleng,798625,63,207
01-03-2025,manipur,bishnupur,795126,138,93
01-03-2025,telangana,yadadri bhuvanagiri,508277,29,48
01-03-2025,delhi,south,110080,222,226
01-03-2025,tripura,west tripura,799207,293,328
01-03-2025,tripura,north tripura,799253,363,214
01-03-2025,maharashtra,raigad,402301,128,203
01-03-2025,west bengal,cooch behar,736207,10,19
01-03-2025,tripura,unakoti,799264,618,139
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524415,37,45
01-03-2025,telangana,warangal,506349,13,29
01-03-2025,manipur,senapati,795002,10,33
01-03-2025,telangana,warangal,506164,17,18
01-03-2025,nagaland,niuland,797116,14,46
01-03-2025,telangana,medchal malkajgiri,500072,105,65
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524304,32,30
01-03-2025,telangana,medchal malkajgiri,500010,83,174
01-03-2025,telangana,medchal malkajgiri,500056,46,31
01-03-2025,tripura,west tripura,799130,191,280
01-03-2025,maharashtra,raigad,410209,10,20
01-03-2025,manipur,senapati,795007,55,143
01-03-2025,uttar pradesh,sant kabir nagar,221404,811,472
01-03-2025,tripura,south tripura,799141,522,569
01-03-2025,gujarat,surendranagar,363020,399,311
01-03-2025,punjab,s.a.s nagar,140201,95,96
01-03-2025,manipur,senapati,795107,39,82
01-03-2025,punjab,sri muktsar sahib,152026,35,679
01-03-2025,punjab,s.a.s nagar,160104,36,44
01-03-2025,andhra pradesh,sri potti sriramulu nellore,524226,64,80
01-04-2025,tripura,gomati,799013,206,38
01-04-2025,nagaland,kohima,797005,77,250
01-04-2025,west bengal,south 24 parganas,743329,24,78
01-04-2025,maharashtra,raigad,402209,76,58
01-04-2025,telangana,medchal malkajgiri,501401,32,37
01-04-2025,madhya pradesh,khargone (west nimar),451001,1828,1068
01-04-2025,west bengal,south 24 parganas,743332,11,46
01-04-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502334,13,69
01-04-2025,maharashtra,raigad,410220,20,53
01-04-2025,madhya pradesh,khargone (west nimar),451113,789,836
01-04-2025,maharashtra,mumbai,400016,139,80
01-04-2025,telangana,medchal malkajgiri,500100,18,28
01-04-2025,punjab,s.a.s nagar,140501,327,308
01-04-2025,maharashtra,raigad,402108,79,62
01-04-2025,west bengal,cooch behar,735303,16,99
01-04-2025,west bengal,cooch behar,736134,19,66
01-04-2025,gujarat,panch mahals,389320,78,143
01-04-2025,manipur,senapati,795129,82,114
01-04-2025,delhi,central,110003,486,425
01-04-2025,gujarat,panch mahals,389120,183,385
01-04-2025,maharashtra,raigad,410206,1039,1349
01-04-2025,tripura,unakoti,799279,214,46
01-04-2025,delhi,east,110091,2823,3151
01-04-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502102,15,41
01-04-2025,maharashtra,mumbai,400030,35,39
01-04-2025,madhya pradesh,khandwa (east nimar),450554,172,133
01-04-2025,gujarat,surendranagar,382765,175,136
01-04-2025,gujarat,sabar kantha,383316,14,59
01-04-2025,jharkhand,saraikela kharsawan,831018,14,20
01-04-2025,telangana,warangal,506001,64,58
01-04-2025,tripura,west tripura,799202,35,31
01-04-2025,gujarat,panch mahals,389260,66,219
01-04-2025,telangana,warangal,506015,17,19
01-04-2025,nagaland,dimapur,797116,74,171
01-04-2025,manipur,ukhrul,795145,130,243
01-04-2025,andhra pradesh,sri potti sriramulu nellore,524121,473,84
01-04-2025,telangana,warangal,506330,21,31
01-04-2025,delhi,east,110031,1132,1379
01-04-2025,madhya pradesh,khargone (west nimar),451660,337,211
01-04-2025,maharashtra,raigad,410202,45,75
01-04-2025,tripura,south tripura,799155,604,548
01-04-2025,gujarat,sabar kantha,383422,623,417
01-04-2025,tripura,north tripura,799262,259,149
01-04-2025,delhi,central,110005,1080,1261
01-04-2025,andhra pradesh,sri potti sriramulu nellore,524312,140,43
01-04-2025,andhra pradesh,sri potti sriramulu nellore,524307,193,53
01-04-2025,tripura,west tripura,799012,79,66
01-04-2025,gujarat,sabar kantha,383275,126,78
01-04-2025,gujarat,sabar kantha,383010,60,75
01-04-2025,andhra pradesh,sri potti sriramulu nellore,524131,93,40
01-04-2025,telangana,warangal,506331,18,31
01-04-2025,manipur,chandel,795102,49,55
01-04-2025,maharashtra,raigad,402204,36,58
01-04-2025,tripura,unakoti,799277,465,79
01-04-2025,uttar pradesh,sant kabir nagar,221310,409,121
01-04-2025,manipur,churachandpur,795006,111,48
01-04-2025,telangana,kumuram bheem asifabad,504313,14,21
01-04-2025,nagaland,peren,797101,56,137
01-04-2025,tripura,gomati,799125,83,15
01-04-2025,gujarat,panch mahals,389360,66,85
01-04-2025,telangana,medchal malkajgiri,500085,36,75
01-04-2025,andhra pradesh,sri potti sriramulu nellore,524402,141,52
01-04-2025,maharashtra,raigad,402115,17,31
01-04-2025,chhattisgarh,balrampur-ramanujganj,497223,67,608
01-04-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502286,12,37
01-04-2025,manipur,churachandpur,795116,22,43
01-04-2025,telangana,warangal,506006,16,44
01-04-2025,tripura,unakoti,799290,365,70
01-04-2025,nagaland,mokokchung,798615,17,72
01-04-2025,nagaland,niuland,797112,11,27
01-04-2025,haryana,yamunanagar,135003,455,749
01-04-2025,gujarat,panch mahals,389380,57,117
01-04-2025,delhi,south,110017,601,580
01-04-2025,nagaland,kohima,797105,29,193
01-04-2025,telangana,kumuram bheem asifabad,504292,31,33
01-04-2025,delhi,south,110062,5861,7520
01-04-2025,gujarat,panch mahals,389330,99,139
01-04-2025,nagaland,kohima,797001,152,590
01-04-2025,punjab,s.a.s nagar,160014,50,56
01-04-2025,gujarat,sabar kantha,383307,77,90
01-04-2025,telangana,medchal malkajgiri,500010,69,166
01-04-2025,andhra pradesh,sri potti sriramulu nellore,524403,211,50
01-04-2025,west bengal,north 24 parganas,743425,14,40
01-04-2025,west bengal,cooch behar,736131,16,43
01-04-2025,maharashtra,mumbai,400026,21,22
